question_id,sct_stem,question,additional_info,-2,-1,0,1,2,source,Student Raw Count -2,Student Raw Count -1,Student Raw Count 0,Student Raw Count 1,Student Raw Count 2,Student Average Response
79,A 70-year-old female is brought to ED by her two children who found her confused at home. The children report that she has been leaving the house less frequently over the past 2-3 months and drinking excessive quantities of alcohol. She is unable to repeat 3 objects back to you and is unable to spell âWorldâ backwards. She also appears agitated and is pacing around the room.,If you were thinking of: Giving her IM thiamine,And then you find: She has bilateral limitation of lateral gaze,0.0,0.0,0.0,0.3,1.0,Adelaide SCT,,,,,,
80,A 70-year-old female is brought to ED by her two children who found her confused at home. The children report that she has been leaving the house less frequently over the past 2-3 months and drinking excessive quantities of alcohol. She is unable to repeat 3 objects back to you and is unable to spell âWorldâ backwards. She also appears agitated and is pacing around the room.,If you were thinking of: Giving her a benzodiazepine,And then you find: She has a BP of 190/120,0.3,0.3,0.8,1.0,0.3,Adelaide SCT,,,,,,
81,A 4-year-old male is brought to the GP with a rash over his left shoulder and upper arm. His mother reports that one of the patientâs friends recently had a similar appearing rash. The child appears generally well despite the rash and is meeting all of his developmental milestones.,If you were thinking of: Recommending oral cephalexin,And then you find: The rash has a crusted appearance with some weeping discharge and erythema of the surrounding skin,0.4,0.4,0.0,1.0,0.2,Adelaide SCT,,,,,,
82,A 4-year-old male is brought to the GP with a rash over his left shoulder and upper arm. His mother reports that one of the patientâs friends recently had a similar appearing rash. The child appears generally well despite the rash and is meeting all of his developmental milestones.,If you were thinking of: Recommending topical fluconazole,"And then you find: The rash is comprised of papules, each with a central umbilication",1.0,0.1,0.0,0.0,0.0,Adelaide SCT,,,,,,
83,A 5-month-old female is brought to the GP because of frequent vomits after meals. She has been putting on weight as expected and is on the 50th centile for both weight and length.,If you were thinking of: Recommending thickened feeds,And then you find: The patient frequently coughs after vomiting,0.0,0.0,0.0,1.0,0.1,Adelaide SCT,,,,,,
84,A 5-month-old female is brought to the GP because of frequent vomits after meals. She has been putting on weight as expected and is on the 50th centile for both weight and length.,If you were thinking of: Recommending smaller more frequent feeds,And then you find: The patient is receiving formula for feeds,0.0,0.0,1.0,0.4,0.0,Adelaide SCT,,,,,,
85,An 18-month male is found incidentally to have an abdominal mass as his mother was helping him to get dressed. He has now been referred and is being further investigated.,If you were thinking of: Ordering 24 hour urine catecholamine by-products,And then you find: The mass crosses the midline,0.2,0.2,0.0,1.0,0.6,Adelaide SCT,,,,,,
86,An 18-month male is found incidentally to have an abdominal mass as his mother was helping him to get dressed. He has now been referred and is being further investigated.,If you were thinking of: Watchful waiting,And then you find: Elevated serum AFP,1.0,0.3,0.0,0.0,0.0,Adelaide SCT,,,,,,
87,A 10-month-old female is brought to ED with a cough and noisy breathing. The cough has been present for 2 days. Several other members of the family have been sick. The child has been well until this illness.,If you were thinking of: Ordering a nasopharyngeal swab for viral PCR,And then you find: She currently has subcostal and intercostal recessions,0.0,0.5,1.0,0.8,0.3,Adelaide SCT,,,,,,
88,A 10-month-old female is brought to ED with a cough and noisy breathing. The cough has been present for 2 days. Several other members of the family have been sick. The child has been well until this illness.,If you were thinking of: Admitting to hospital,And then you find: She has stridor only when upset,0.3,1.0,0.1,0.0,0.0,Adelaide SCT,,,,,,
89,A 7-year-old male has been brought to the GP by his parents for nocturnal enuresis. He currently wets the bed 3-4 nights per week.,If you were thinking of: Recommending the use of a bedwetting alarm,"And then you find: The child has had nocturnal enuresis for the last 2 weeks, having had no difficulties with continence for several years prior to this",1.0,0.7,0.0,0.0,0.0,Adelaide SCT,,,,,,
90,A 7-year-old male has been brought to the GP by his parents for nocturnal enuresis. He currently wets the bed 3-4 nights per week.,"If you were thinking of: Ordering a urine microscopy, culture and sensitivity",And then you find: The child has no difficulties with urinary continence during the day,0.4,1.0,0.0,0.0,0.0,Adelaide SCT,,,,,,
91,A 10-year-old male presents to the GP with a limp and right hip pain of 4 hours in duration. He has never had pain in the hip before. It is currently limiting his ability to ambulate.,If you were thinking of: Transferring the child to hospital,And then you find: He has a fever of 38.9ËC,0.0,0.0,0.0,0.3,1.0,Adelaide SCT,,,,,,
92,A 10-year-old male presents to the GP with a limp and right hip pain of 4 hours in duration. He has never had pain in the hip before. It is currently limiting his ability to ambulate.,If you were thinking of: Recommending simple analgesia and observation,And then you find: He has a past medical history of minimal change disease,0.0,0.7,1.0,0.0,0.0,Adelaide SCT,,,,,,
93,A 23-year-old female G1P0 31 weeks gestation presents to the ED with regular painful contractions and vaginal fluid loss. She has been having contractions for 1 hour. She has had normal antenatal screening up until this point.,If you were thinking of: Giving nifedipine,And then you find: Her temperature is 38.2ËC,1.0,0.4,0.0,0.0,0.0,Adelaide SCT,,,,,,
94,A 23-year-old female G1P0 31 weeks gestation presents to the ED with regular painful contractions and vaginal fluid loss. She has been having contractions for 1 hour. She has had normal antenatal screening up until this point.,If you were thinking of: Giving corticosteroids,And then you find: Fetal fibronectin is positive,0.0,0.1,0.1,0.1,1.0,Adelaide SCT,,,,,,
95,A 24-year-old female G1P0 37 weeks gestation has a routine antenatal appointment. At this appointment she reports that she has recently been experiencing itching of her skin. The pregnancy has been uncomplicated up until this point.,If you were thinking of: Recommending ursodeoxycholic acid,And then you find: She has urticarial lesions around the umbilicus with bullae formation,1.0,0.3,0.0,0.0,0.0,Adelaide SCT,,,,,,
96,A 24-year-old female G1P0 37 weeks gestation has a routine antenatal appointment. At this appointment she reports that she has recently been experiencing itching of her skin. The pregnancy has been uncomplicated up until this point.,If you were thinking of: Recommending induction,And then you find: The itching affects primarily her hands and her feet,0.0,0.0,0.1,1.0,0.3,Adelaide SCT,,,,,,
97,A 50-year-old female presents to the GP reporting frequent hot flushes. These are disrupting her day-to-day life. She has also had muscle aches and pains and been more irritable than usual.,If you were thinking of: Recommending venlafaxine,And then you find: She has a past history of migraines,0.0,0.0,0.4,1.0,0.0,Adelaide SCT,,,,,,
98,A 50-year-old female presents to the GP reporting frequent hot flushes. These are disrupting her day-to-day life. She has also had muscle aches and pains and been more irritable than usual.,If you were thinking of: Recommending oestrogen-only hormone replacement therapy,And then you find: She had a hysterectomy (without oophorectomy) following the birth of her second child,0.0,0.0,0.0,1.0,1.0,Adelaide SCT,,,,,,
99,"A 27-year-old female and her husband present to a specialist after being unable to conceive after 24 months of regular unprotected sexual intercourse. The husband has had a semen assessment, which returned as normal.",If you were thinking of: Measuring day 21 progesterone,And then you find: She has always had irregular periods varying from between 21-35 day cycles,0.3,1.0,0.0,0.2,0.2,Adelaide SCT,,,,,,
100,"A 27-year-old female and her husband present to a specialist after being unable to conceive after 24 months of regular unprotected sexual intercourse. The husband has had a semen assessment, which returned as normal.",If you were thinking of: Hysterosalpingogram,And then you find: She has a past history of pelvic inflammatory disease,0.0,0.0,0.0,0.0,1.0,Adelaide SCT,,,,,,
101,"A male baby born 2 hours ago is noted to have increased an increased respiratory rate, grunting and subcostal recessions. The baby is taken to the nursery and investigations and treatment are instigated.",If you were thinking of: Measuring the babyâs BSL,And then you find: The mother had gestational diabetes mellitus,0.0,0.0,0.0,0.0,1.0,Adelaide SCT,,,,,,
102,"A male baby born 2 hours ago is noted to have increased an increased respiratory rate, grunting and subcostal recessions. The baby is taken to the nursery and investigations and treatment are instigated.",If you were thinking of: Empiric antibiotic therapy,And then you find: The mother had limited antenatal care,0.0,0.0,0.4,1.0,0.6,Adelaide SCT,,,,,,
287,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur.",If you were considering a diagnosis of:   Trisomy 21,And then you find: Epicanthal folds,0.0,0.0,0.0,4.0,7.0,Open Medical SCT,,,,,,
288,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur.",If you were considering a diagnosis of:   Prenatal Alcohol Exposure,And then you find: A smooth philtrum,0.0,0.0,0.0,3.0,8.0,Open Medical SCT,,,,,,
289,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur.",If you were considering a diagnosis of:   Trisomy 18,And then you find: Macrocephaly,6.0,4.0,0.0,1.0,0.0,Open Medical SCT,,,,,,
290,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur. You elicit further prenatal history from the motherâs chart, perform a complete physical examination on the infant and consider your further evaluation for this infant.",If you were considering ordering a:   Renal Ultrasound,And then on examination you find: A single umbilical artery,0.0,0.0,0.0,4.0,7.0,Open Medical SCT,,,,,,
291,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur. You elicit further prenatal history from the motherâs chart, perform a complete physical examination on the infant and consider your further evaluation for this infant.",If you were considering ordering a:   A karyotype (cytogenetic study),And then on examination you find: Brushfield's spots,0.0,0.0,2.0,6.0,3.0,Open Medical SCT,,,,,,
292,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur. You elicit further prenatal history from the motherâs chart, perform a complete physical examination on the infant and consider your further evaluation for this infant.",If you were considering ordering a:   An echocardiogram,And then on examination you find: A normal cardiac exam,0.0,3.0,7.0,1.0,0.0,Open Medical SCT,,,,,,
293,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur. You elicit further prenatal history from the motherâs chart, perform a complete physical examination on the infant and consider your further evaluation for this infant. A karyotype is obtained and confirms a diagnosis of Trisomy 21. The parents inquire about possible future complications from this diagnosis. In children with Trisomy 21, how would you handle the following associated issues in the future?",If you were thinking of:   Starting the patient on levothyroxine,And then you find: A high serum TSH level on routine health supervision labs,0.0,0.0,0.0,4.0,7.0,Open Medical SCT,,,,,,
294,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur. You elicit further prenatal history from the motherâs chart, perform a complete physical examination on the infant and consider your further evaluation for this infant. A karyotype is obtained and confirms a diagnosis of Trisomy 21. The parents inquire about possible future complications from this diagnosis. In children with Trisomy 21, how would you handle the following associated issues in the future?",If you were thinking of:  Referring the patient to a neurosurgeon,And then you find: A normal cervical spine screening series for atlantoaxial instability,7.0,3.0,1.0,0.0,0.0,Open Medical SCT,,,,,,
295,"You are called to the newborn nursery by the labor and delivery nurse to examine a newborn infant with abnormal tone, dysmorphic facial features and a heart murmur. You elicit further prenatal history from the motherâs chart, perform a complete physical examination on the infant and consider your further evaluation for this infant. A karyotype is obtained and confirms a diagnosis of Trisomy 21. The parents inquire about possible future complications from this diagnosis. In children with Trisomy 21, how would you handle the following associated issues in the future?",If you were thinking of:  Ordering a complete blood count (CBC) with differential and blood smear,And then you find: A scattered petechial rash,0.0,0.0,0.0,0.0,11.0,Open Medical SCT,,,,,,
296,A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks.,If you were thinking of a diagnosis of:    Atopic Dermatitis,And then you find: A past medical history of allergic rhinitis and asthma,0.0,0.0,0.0,6.0,5.0,Open Medical SCT,,,,,,
297,A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks.,If you were thinking of a diagnosis of:    Impetigo,And then you find: Honey colored crusting on erythematous plaques in the popliteal creases,0.0,0.0,0.0,5.0,6.0,Open Medical SCT,,,,,,
298,A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks.,If you were thinking of a diagnosis of:    Erythema Multiforme,And then you find: A maculopapular rash involving the trunk and face,1.0,4.0,2.0,4.0,0.0,Open Medical SCT,,,,,,
299,"A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks. You elicit further history from the parents.  The patient has had intermittent dry rough skin since birth. In infancy, the rash primarily presented on his cheeks and trunk, but for the last few years, he has had intermittent outbreaks of rough skin on his trunk and popliteal and antecubital fossae.",If you were considering the following laboratory test:     KOH preparation for microscopic examination,And then you find: Scattered circular or ovoid lesions with no flaking or central clearing,0.0,0.0,0.0,3.0,8.0,Open Medical SCT,,,,,,
300,"A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks. You elicit further history from the parents.  The patient has had intermittent dry rough skin since birth. In infancy, the rash primarily presented on his cheeks and trunk, but for the last few years, he has had intermittent outbreaks of rough skin on his trunk and popliteal and antecubital fossae.",If you were considering the following laboratory test:     A rapid streptococcal antigen test,And then you find: A rough popular truncal rash and axillary temperature of 99.6F,1.0,0.0,0.0,9.0,1.0,Open Medical SCT,,,,,,
301,"A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks. You elicit further history from the parents.  The patient has had intermittent dry rough skin since birth. In infancy, the rash primarily presented on his cheeks and trunk, but for the last few years, he has had intermittent outbreaks of rough skin on his trunk and popliteal and antecubital fossae.",If you were considering the following laboratory test:     A wound culture,And then you find: A tender area of erythematous skin with overlying honey colored crusting,0.0,1.0,1.0,6.0,3.0,Open Medical SCT,,,,,,
302,"A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks. You elicit further history from the parents.  The patient has had intermittent dry rough skin since birth. In infancy, the rash primarily presented on his cheeks and trunk, but for the last few years, he has had intermittent outbreaks of rough skin on his trunk and popliteal and antecubital fossae. You conduct a KOH preparation on one of the circular lesions which is negative for fungal elements. However, you notice the patient keeps itching the affected areas. His mother remembers he recently starting bathing with a scented bath soap and inquires if this could possibly be triggering the recent flare in his symptoms.",If you were thinking of:     Perscribing a low potency steroid cream,And then you find: Multiple areas of skin breakdown in affected areas,1.0,2.0,1.0,5.0,2.0,Open Medical SCT,,,,,,
303,"A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks. You elicit further history from the parents.  The patient has had intermittent dry rough skin since birth. In infancy, the rash primarily presented on his cheeks and trunk, but for the last few years, he has had intermittent outbreaks of rough skin on his trunk and popliteal and antecubital fossae. You conduct a KOH preparation on one of the circular lesions which is negative for fungal elements. However, you notice the patient keeps itching the affected areas. His mother remembers he recently starting bathing with a scented bath soap and inquires if this could possibly be triggering the recent flare in his symptoms.",If you were thinking of:    Refering the patient to pediatric dermatology,And then you find: The child has failed previous courses of topical steroids and immune suppressants,0.0,1.0,1.0,2.0,7.0,Open Medical SCT,,,,,,
304,"A five-year child presents to his primary care provider with a rash on his upper and lower extremities for 2 weeks. You elicit further history from the parents.  The patient has had intermittent dry rough skin since birth. In infancy, the rash primarily presented on his cheeks and trunk, but for the last few years, he has had intermittent outbreaks of rough skin on his trunk and popliteal and antecubital fossae. You conduct a KOH preparation on one of the circular lesions which is negative for fungal elements. However, you notice the patient keeps itching the affected areas. His mother remembers he recently starting bathing with a scented bath soap and inquires if this could possibly be triggering the recent flare in his symptoms.",If you were thinking of:     Initiating antibiotic therapy,And then you find: The patient had a history of a MRSA abscess 1 month prior in an affected area.,0.0,1.0,3.0,3.0,4.0,Open Medical SCT,,,,,,
305,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant.,If you were thinking of a diagnosis of:   Dysplastic kidney,And then you find: A right sided compressible flank mass,0.0,1.0,0.0,8.0,1.0,Open Medical SCT,,,,,,
306,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant.,If you were thinking of a diagnosis of:   An intestinal obstruction,And then you find: Upward slanting palpebral fissures and a single palmar crease.,0.0,0.0,0.0,7.0,3.0,Open Medical SCT,,,,,,
307,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant.,If you were thinking of a diagnosis of:   Distended bladder,And then you find: A sacral dimple with an overlying hair tuft,0.0,0.0,0.0,7.0,3.0,Open Medical SCT,,,,,,
308,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant. You elicit further history from the infantâs mother and father and they report no history of abdominal conditions or pathologies. You also discover the infantâs prenatal course was unremarkable.,If you were considering the following diagnostic study:   Ordering a blood culture,And then you find: A history of poor feeding,0.0,0.0,2.0,5.0,3.0,Open Medical SCT,,,,,,
309,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant. You elicit further history from the infantâs mother and father and they report no history of abdominal conditions or pathologies. You also discover the infantâs prenatal course was unremarkable.,If you were considering the following diagnostic study:   Ordering an abdominal radiograph,And then you find: A history of one episode of bilious vomiting,0.0,0.0,0.0,2.0,8.0,Open Medical SCT,,,,,,
310,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant. You elicit further history from the infantâs mother and father and they report no history of abdominal conditions or pathologies. You also discover the infantâs prenatal course was unremarkable.,If you were considering the following diagnostic study:  Ordering an abdominal ultrasound,And then you find: Normal urine output,0.0,5.0,5.0,0.0,0.0,Open Medical SCT,,,,,,
311,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant. You elicit further history from the infantâs mother and father and they report no history of abdominal conditions or pathologies. You also discover the infantâs prenatal course was unremarkable. You discuss further management of the infant with your attending physician.,If you were thinking of the following management:   Referring the patient to pediatric neurosurgery,And then you find: Bladder distention on ultrasonography,0.0,0.0,0.0,1.0,9.0,Open Medical SCT,,,,,,
312,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant. You elicit further history from the infantâs mother and father and they report no history of abdominal conditions or pathologies. You also discover the infantâs prenatal course was unremarkable. You discuss further management of the infant with your attending physician.,If you were thinking of the following management:  Initiating antibiotic therapy,And then you find: Multiple renal cysts on ultrasonography,0.0,7.0,1.0,1.0,1.0,Open Medical SCT,,,,,,
313,You are called by the newborn nursery nurse to examine 36 hours old full-term infant with a distended abdomen. You complete a physical examination on the infant. You elicit further history from the infantâs mother and father and they report no history of abdominal conditions or pathologies. You also discover the infantâs prenatal course was unremarkable. You discuss further management of the infant with your attending physician.,If you were thinking of the following management:  Inserting a nasogastric tube,And then you find: A double bubble sign on the abdominal radiograph,0.0,0.0,0.0,2.0,8.0,Open Medical SCT,,,,,,
314,A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain.,If you were thinking of a diagnosis of:    Viral gastroenteritis,And then you find: A history of vomiting multiple times in the past 24 hours,0.0,0.0,1.0,4.0,5.0,Open Medical SCT,,,,,,
315,A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain.,If you were thinking of a diagnosis of:    Bacterial gastroenteritis,And then you find: A few specks of blood in his stool,0.0,0.0,1.0,7.0,2.0,Open Medical SCT,,,,,,
316,A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain.,If you were thinking of a diagnosis of:    Lactose intolerance,And then you find: A temperature of 38.1Â°C rectally,3.0,7.0,0.0,0.0,0.0,Open Medical SCT,,,,,,
317,"A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain. During your physical examination, you elicit further history from the mother. She reports that the child attends day care and numerous peers have been sent home with similar symptoms.",If you were considering ordering the following study:     Serum electrolytes,And then you find a: Urine dip positive for ketones,0.0,0.0,1.0,4.0,5.0,Open Medical SCT,,,,,,
318,"A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain. During your physical examination, you elicit further history from the mother. She reports that the child attends day care and numerous peers have been sent home with similar symptoms.",If you were considering ordering the following study:     Abdominal radiograph,And then you find a: A burp cloth with a green tinge to his emesis,0.0,0.0,1.0,7.0,2.0,Open Medical SCT,,,,,,
319,"A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain. During your physical examination, you elicit further history from the mother. She reports that the child attends day care and numerous peers have been sent home with similar symptoms.",If you were considering ordering the following study:     Bacterial cultures of stool,And then you find a: A history of a pet snake in the home,3.0,7.0,0.0,0.0,0.0,Open Medical SCT,,,,,,
320,"A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain. During your physical examination, you elicit further history from the mother. She reports that the child attends day care and numerous peers have been sent home with similar symptoms. You discover dry mucous membranes and tachycardia on exam. Due to concerns for dehydration, you obtain an electrolyte panel which is normal. The abdominal radiograph showed no evidence of obstruction.",If you were thinking of:     Sending the child home with directions for oral rehydration therapy,And then you find: A blood hematocrit of 40% and Hgb 12.0/dl on the complete blood count.,0.0,0.0,1.0,4.0,5.0,Open Medical SCT,,,,,,
321,"A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain. During your physical examination, you elicit further history from the mother. She reports that the child attends day care and numerous peers have been sent home with similar symptoms. You discover dry mucous membranes and tachycardia on exam. Due to concerns for dehydration, you obtain an electrolyte panel which is normal. The abdominal radiograph showed no evidence of obstruction.",If you were thinking of:    Initiating intravenous hydration,And then you find: The child has lost 10% of his baseline weight in the last two days,0.0,0.0,1.0,7.0,2.0,Open Medical SCT,,,,,,
322,"A 12-month-old male child presents to the pediatric emergency department with a three-day history of diarrhea and intermittent abdominal pain. During your physical examination, you elicit further history from the mother. She reports that the child attends day care and numerous peers have been sent home with similar symptoms. You discover dry mucous membranes and tachycardia on exam. Due to concerns for dehydration, you obtain an electrolyte panel which is normal. The abdominal radiograph showed no evidence of obstruction.",If you were thinking of:     Initiating antibiotic therapy,And then you find: His stool for PMNâs (lactoferrin) is negative,3.0,7.0,0.0,0.0,0.0,Open Medical SCT,,,,,,
323,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling.,If you were thinking of a diagnosis of:    Strep pharyngitis,And then you find: An erythematous pharynx with enlarged anterior cervical lymph nodes.,0.0,0.0,0.0,5.0,5.0,Open Medical SCT,,,,,,
324,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling.,If you were thinking of a diagnosis of:    Lymphadenitis,And then you find: Multiple firm painless  posterior cervical lymph nodes along the childâs left neck area,4.0,4.0,0.0,2.0,0.0,Open Medical SCT,,,,,,
325,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling.,If you were thinking of a diagnosis of:    Brachial cleft cyst,And then you find: A single 3cm flocculent mass on the anterior aspect right side of the neck,0.0,0.0,0.0,7.0,3.0,Open Medical SCT,,,,,,
326,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling. You elicit further history from the mother.  She notes the patient has had intermittent fevers for the past week.,"If you were considering the following study:      Epstein Barr titers (EBV IgG, IgM)",And then you find: The childâs has been increasingly tired over the past three weeks,0.0,0.0,1.0,5.0,4.0,Open Medical SCT,,,,,,
327,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling. You elicit further history from the mother.  She notes the patient has had intermittent fevers for the past week.,If you were considering the following study:    Serum C-reactive protein levels,And then you find: The fevers are typically 39.5ÂºC and the mother describes persistent redness of the posterior pharynx,0.0,1.0,6.0,3.0,0.0,Open Medical SCT,,,,,,
328,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling. You elicit further history from the mother.  She notes the patient has had intermittent fevers for the past week.,If you were considering the following study:     Biopsy of an enlarged lymph node,And then you find: A history of two cats in the house.,3.0,6.0,0.0,1.0,0.0,Open Medical SCT,,,,,,
329,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling. You elicit further history from the mother.  She notes the patient has had intermittent fevers for the past week. You complete a full physical examination of the child and consider further management options.,If you were thinking of the following management:     Initiating intravenous immunoglobulin (IVIG) therapy,And then you find: A diffuse erythematous truncal rash and swollen hands and feet.,0.0,0.0,1.0,2.0,7.0,Open Medical SCT,,,,,,
330,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling. You elicit further history from the mother.  She notes the patient has had intermittent fevers for the past week. You complete a full physical examination of the child and consider further management options.,If you were thinking of the following management:    Performing a bone marrow biopsy.,"And then you find: A white blood count of 27,000/mm with 80% lymphocytes and a few (<5%) atypical cells.",2.0,4.0,0.0,0.0,4.0,Open Medical SCT,,,,,,
331,A mother brings in her three-year old daughter to your office due to a one-week history of neck swelling. You elicit further history from the mother.  She notes the patient has had intermittent fevers for the past week. You complete a full physical examination of the child and consider further management options.,If you were thinking of the following management:     Starting antibiotic therapy,And then you find: A 0.7cm erythematous papule on the forearm with enlarged tender axillary lymph nodes ipsilaterally.,0.0,1.0,0.0,1.0,8.0,Open Medical SCT,,,,,,
332,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain.,If you were thinking of a diagnosis of:   Acute Otitis Media,And then you find: A history of a runny nose and congestion,0.0,0.0,1.0,8.0,1.0,Open Medical SCT,,,,,,
333,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain.,If you were thinking of a diagnosis of:   Acute Otitis Externa,And then you find: No history of recent swimming,3.0,6.0,1.0,0.0,0.0,Open Medical SCT,,,,,,
334,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain.,If you were thinking of a diagnosis of:   Foreign body in the external ear canal,And then you find: A temperature of 38.5Â°C,1.0,9.0,0.0,0.0,0.0,Open Medical SCT,,,,,,
335,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain. You elicit further history from the mother.  The mother reports that the patient has a history of multiple previous episodes of acute otitis media that have required oral antibiotics. You complete a physical exam on the patient.,If you were considering the following intervention:   Ear canal irrigation,And then you find: Bilateral myringotomy tubes on exam,9.0,1.0,0.0,0.0,0.0,Open Medical SCT,,,,,,
336,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain. You elicit further history from the mother.  The mother reports that the patient has a history of multiple previous episodes of acute otitis media that have required oral antibiotics. You complete a physical exam on the patient.,If you were considering the following intervention:   Complete blood count with differential,"And then you find: Purulent, erythematous tympanic membranes",7.0,2.0,0.0,0.0,1.0,Open Medical SCT,,,,,,
337,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain. You elicit further history from the mother.  The mother reports that the patient has a history of multiple previous episodes of acute otitis media that have required oral antibiotics. You complete a physical exam on the patient.,If you were considering the following intervention:   CT scan of head,And then you find: Left-sided post-auricular swelling and erythema.,0.0,0.0,0.0,3.0,7.0,Open Medical SCT,,,,,,
338,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain. You elicit further history from the mother.  The mother reports that the patient has a history of multiple previous episodes of acute otitis media that have required oral antibiotics. You complete a physical exam on the patient. The patientâs mother inquiries about your management plans.,If you were thinking of:   Prescribing oral amoxicillin for 10 days,"And then you find: An erythematous, swollen external ear canal with white discharge",8.0,2.0,0.0,0.0,0.0,Open Medical SCT,,,,,,
339,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain. You elicit further history from the mother.  The mother reports that the patient has a history of multiple previous episodes of acute otitis media that have required oral antibiotics. You complete a physical exam on the patient. The patientâs mother inquiries about your management plans.,If you were thinking of:  Supportive pain control,"And then you find: A mobile, non-tender, left tympanic membrane with a serous effusion",0.0,0.0,0.0,3.0,7.0,Open Medical SCT,,,,,,
340,A 2-year-old female has a 2-day history of left ear pain. Her mother has been giving her acetaminophen with temporary improvement in pain. You elicit further history from the mother.  The mother reports that the patient has a history of multiple previous episodes of acute otitis media that have required oral antibiotics. You complete a physical exam on the patient. The patientâs mother inquiries about your management plans.,If you were thinking of:   ENT referral for bilateral myringotomy tube insertion,And then you find: A history of two prior episodes of acute otitis media in the past 8 months,3.0,4.0,1.0,2.0,0.0,Open Medical SCT,,,,,,
341,A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month.,If you were thinking of a diagnosis of:    Gastroesophageal reflux disease,And then you discover: A history of abdominal pain in the left lower quadrant with defecation,5.0,6.0,0.0,0.0,0.0,Open Medical SCT,,,,,,
